Index,POSTCODE,CURRENT_ENERGY_EFFICIENCY,PROPERTY_TYPE,BUILT_FORM,TRANSACTION_TYPE,ENERGY_CONSUMPTION_CURRENT,TOTAL_FLOOR_AREA,ENERGY_TARIFF,FLOOR_LEVEL,GLAZED_TYPE,GLAZED_AREA,NUMBER_HABITABLE_ROOMS,NUMBER_HEATED_ROOMS,LOW_ENERGY_LIGHTING,HOT_WATER_ENERGY_EFF,FLOOR_DESCRIPTION,FLOOR_ENERGY_EFF,WINDOWS_ENERGY_EFF,WALLS_ENERGY_EFF,ROOF_DESCRIPTION,ROOF_ENERGY_EFF,MAINHEAT_ENERGY_EFF,MAINHEATC_ENERGY_EFF,LIGHTING_DESCRIPTION,LIGHTING_ENERGY_EFF,CONSTRUCTION_AGE_BAND,TENURE
16133,53.5009,32,1,4,2,346,119,12,0,3,3,6,6,22,3,10,0,3,1,100,3,3,3,22,2,1900,3
16134,53.5379,58,1,3,14,319,86,12,0,5,3,5,4,50,4,10,0,3,1,300,5,4,4,50,4,1915,1
16135,53.2667,33,1,2,5,273,219,12,0,3,3,9,9,10,2,10,0,3,4,100,3,2,3,10,2,1958,1
16140,53.2421,71,1,2,1,180,216,24,0,3,3,8,8,100,4,10,0,3,4,250,4,4,5,100,5,1958,5
16151,53.2421,39,1,3,2,197,84,12,0,5,3,4,4,100,1,10,0,3,3,100,3,1,4,100,5,1971,3
16160,53.5379,26,1,2,7,388,114,12,0,5,3,5,5,14,2,10,0,3,2,75,3,2,2,14,2,1915,1
16171,53.3809,72,1,3,2,210,56,12,0,5,3,3,3,43,4,10,0,3,4,150,4,4,4,43,3,1987,3
16172,53.2667,60,1,2,13,192,155,24,0,4,3,7,7,70,3,10,0,4,4,300,5,3,4,70,5,1993,1
16177,53.5379,73,1,3,7,187,81,12,0,4,3,4,4,89,3,12,0,4,4,100,3,4,4,89,5,2004,1
16182,53.2667,50,1,1,2,372,97,12,0,5,3,5,5,11,4,10,0,2,1,100,3,4,4,11,2,1900,3
16189,53.2667,69,1,2,7,210,157,12,0,3,3,7,7,47,4,11,0,3,4,100,3,4,3,47,4,1999,1
16197,53.3809,40,1,3,7,244,67,12,0,5,3,4,4,63,1,11,0,3,4,100,3,1,3,63,4,1999,1
16208,53.4703,62,3,2,13,278,116,12,0,4,3,5,5,100,3,10,0,4,4,150,4,4,4,100,5,1987,1
16209,53.2667,50,3,2,7,410,66,12,0,5,3,4,4,78,4,20,0,3,1,270,4,4,4,78,5,1940,1
16210,53.3809,60,1,4,7,215,89,12,0,4,3,4,4,81,3,10,0,4,3,200,4,3,3,81,5,1958,3
16211,53.5379,69,1,3,2,224,81,12,0,5,3,3,3,50,4,10,0,3,1,250,4,4,3,50,4,1915,3
16212,53.5379,62,1,1,7,286,87,24,0,5,3,5,5,100,4,10,0,3,1,100,3,4,4,100,5,1940,1
16215,53.5379,39,1,1,7,459,96,12,0,4,3,5,5,50,4,10,0,4,1,150,4,4,1,50,4,1915,1
16221,53.5379,57,1,1,13,318,103,12,0,5,3,6,6,80,4,10,0,3,1,100,3,4,4,80,5,1915,1
16224,53.1831,65,3,2,7,165,103,24,0,3,3,5,4,43,4,10,0,3,2,350,5,3,4,43,3,1971,1
16228,53.5379,63,1,1,7,279,75,12,0,5,3,4,4,78,3,10,0,3,3,150,4,4,4,78,5,1958,1
16235,53.2421,73,1,1,7,181,64,12,0,4,3,4,4,100,4,12,0,4,4,200,4,4,4,100,5,2004,1
16236,53.4703,42,1,2,7,302,117,12,0,4,3,5,5,5,3,10,0,4,2,150,4,3,4,5,1,1915,1
16240,53.5379,62,1,2,14,273,78,12,0,5,3,4,4,80,4,10,0,3,1,200,4,4,4,80,5,1900,1
16245,53.5379,77,1,2,7,150,78,12,0,4,3,4,4,100,4,12,0,4,4,300,5,4,4,100,5,2007,1
16249,53.4703,70,1,2,12,159,164,12,0,5,3,6,6,100,1,10,0,3,4,270,4,4,3,100,5,1987,1
16261,53.2558,65,3,2,7,263,76,12,0,5,3,5,5,38,4,10,0,3,3,270,4,4,3,38,3,1971,1
16263,53.4703,68,1,1,7,249,78,12,0,5,3,5,5,56,4,10,0,3,1,250,4,4,4,56,4,1915,1
16266,53.3809,61,3,1,2,321,65,12,0,4,3,3,3,86,3,10,0,4,4,200,4,4,4,86,5,1979,3
16280,53.2667,25,1,4,7,545,77,12,0,5,3,4,4,100,1,10,0,3,1,200,4,2,2,100,5,1900,1
16281,53.3809,73,1,2,7,180,91,12,0,4,3,6,6,12,4,12,0,4,4,300,5,4,4,12,2,2004,1
16283,53.2558,60,1,2,7,310,75,12,0,3,3,4,4,25,4,10,0,3,3,150,4,4,4,25,3,1971,1
16286,53.5379,71,1,3,2,218,58,12,0,5,3,4,4,33,4,10,0,3,1,200,4,4,3,33,3,1915,3
16287,53.2558,58,3,2,7,312,106,12,0,5,3,5,5,100,4,20,0,3,3,100,3,4,4,100,5,1958,1
16291,53.5379,61,1,3,7,243,171,12,0,5,3,7,7,65,4,10,0,3,1,100,3,4,4,65,4,1900,1
16295,53.5379,62,1,1,7,290,80,12,0,5,3,5,5,67,4,20,0,3,2,270,4,4,3,67,4,1940,1
16296,53.5379,68,1,2,7,185,264,12,0,3,3,9,9,100,4,11,0,3,5,100,3,4,4,100,5,1999,1
16300,53.3809,13,3,2,7,601,90,12,0,5,3,5,0,17,1,10,0,3,3,50,2,1,1,17,2,1979,1
16304,53.2421,60,1,1,1,242,82,12,0,4,3,5,5,20,1,10,0,4,3,200,4,4,3,20,2,1958,5
16309,53.2667,68,1,2,7,223,138,12,0,5,3,7,7,67,4,10,0,3,4,200,4,4,4,67,4,1993,1
16313,53.2558,57,1,2,7,297,154,12,0,5,3,5,5,38,4,10,0,3,2,250,4,4,4,38,3,1971,1
16316,53.2667,68,1,1,0,229,79,12,0,4,3,3,3,100,4,10,0,4,3,300,5,4,4,100,5,1958,3
16321,53.5379,50,1,1,2,466,75,0,0,5,3,4,4,100,1,10,0,3,4,270,4,2,3,100,5,1915,3
16326,53.5379,60,3,2,7,301,92,12,0,3,3,5,5,81,4,20,0,3,2,300,5,4,3,81,5,1971,1
16328,53.2421,68,3,2,7,237,72,12,0,4,3,4,4,58,4,20,0,4,4,150,4,4,4,58,4,1940,1
16329,53.2558,62,1,2,13,263,136,12,0,5,3,8,8,100,3,10,0,3,4,250,4,4,4,100,5,1987,1
16332,53.4703,35,1,1,0,789,93,24,0,0,3,5,4,60,1,10,0,1,2,200,4,3,3,60,4,1915,3
16338,53.5379,60,1,3,7,323,67,12,0,5,3,4,4,100,4,20,0,3,1,100,3,4,3,100,5,1915,1
16340,53.5379,52,1,3,14,333,97,12,0,5,3,6,6,50,4,10,0,3,1,100,3,4,4,50,4,1915,3
16354,53.5379,60,1,2,7,268,109,12,0,4,3,5,5,82,4,10,0,3,1,270,4,4,4,82,5,1958,1
16357,53.2558,62,1,2,7,261,102,12,0,4,3,5,5,67,4,10,0,4,1,150,4,4,4,67,4,1900,1
16358,53.3809,33,1,2,14,337,118,12,0,5,3,5,5,57,3,10,0,3,1,250,4,3,4,57,4,1900,1
16361,53.5379,49,1,1,7,262,100,12,0,5,3,5,5,50,3,10,0,3,1,150,4,3,4,50,4,1915,1
16364,53.5379,70,3,2,7,259,81,12,0,5,3,4,4,100,3,10,0,3,2,300,5,4,3,100,5,1971,1
16367,53.5379,46,1,2,14,222,282,12,0,3,3,10,10,48,2,10,0,3,4,150,4,2,3,48,4,1987,1
16378,53.2667,56,1,1,2,567,42,24,0,3,3,3,2,14,1,11,0,3,4,270,4,3,2,14,2,1999,3
16383,53.5379,77,2,6,2,258,65,24,1,4,3,3,3,70,3,0,0,4,4,250,4,3,2,70,5,2004,3
16385,53.5379,69,1,1,7,227,81,12,0,5,3,4,4,90,4,10,0,3,4,270,4,4,1,90,5,1987,1
16388,53.2667,55,3,2,2,236,105,24,0,5,3,4,4,92,3,10,0,3,3,250,4,3,3,92,5,1971,3
16389,53.4703,21,1,2,0,569,109,12,0,4,3,5,3,33,1,10,0,4,1,50,2,3,2,33,3,1900,1
16391,53.4703,4,1,1,7,811,74,0,0,3,3,4,1,33,1,10,0,3,1,200,4,1,2,33,3,1900,1
16392,53.2667,66,1,4,2,186,88,12,0,3,3,4,4,90,3,10,0,3,4,250,4,3,4,90,5,1940,3
16395,53.5817,28,1,1,0,391,101,12,0,0,3,5,5,91,3,20,0,1,1,250,4,3,3,91,5,1900,1
16402,53.2421,67,1,2,7,222,119,0,0,5,4,7,7,57,4,11,0,3,4,200,4,4,4,57,4,1999,1
16411,53.3809,60,1,2,7,176,228,0,0,4,3,8,8,76,3,10,0,4,4,200,4,3,4,76,5,1958,1
16412,53.5379,57,1,1,1,317,72,12,0,3,3,5,5,50,4,10,0,3,1,400,5,4,4,50,4,1940,5
16415,53.5379,55,1,1,7,325,84,12,0,5,3,5,4,44,4,10,0,3,2,100,3,4,4,44,3,1958,1
16417,53.2421,66,1,3,7,283,50,12,0,5,3,2,2,100,4,10,0,3,1,150,4,4,4,100,5,1900,1
16419,53.3809,55,1,4,2,341,84,24,0,4,3,4,4,14,3,10,0,4,3,100,3,4,3,14,2,1971,3
16432,53.2667,69,1,2,7,215,115,12,0,7,3,5,5,96,4,12,0,4,2,300,5,4,4,96,5,1900,1
16435,53.2667,75,1,3,1,184,79,24,0,4,3,5,5,85,4,12,0,4,4,200,4,3,5,85,5,2007,5
16437,53.4703,44,1,1,14,353,68,12,0,3,3,5,5,75,2,10,0,3,2,100,3,3,3,75,5,1958,3
16438,53.5507,54,1,1,7,325,185,12,0,3,3,9,9,38,2,10,0,3,1,250,4,4,3,38,3,1915,1
16440,53.2558,52,1,2,7,334,157,12,0,5,3,7,7,14,4,10,0,3,2,150,4,4,4,14,2,1958,1
16442,53.4703,62,1,2,7,268,150,12,0,5,3,6,6,50,5,10,0,3,1,300,5,4,3,50,4,1900,1
16446,53.2558,61,3,2,7,258,100,0,0,5,4,6,5,43,4,10,0,3,4,200,4,4,4,43,3,1971,1
16452,53.4703,41,3,2,14,733,69,24,0,5,3,4,3,71,1,20,0,3,4,200,4,3,2,71,5,1940,1
16453,53.2558,58,3,1,2,606,44,24,0,4,3,2,2,83,3,10,0,4,4,270,4,3,2,83,5,1993,3
16461,53.5379,76,2,5,1,340,41,24,1,5,3,2,2,80,3,0,0,3,4,300,5,3,2,80,5,1987,5
16463,53.5379,60,1,3,1,312,72,12,0,5,3,3,3,36,3,10,0,3,3,250,4,4,3,36,3,1958,5
16464,53.2558,67,3,2,7,236,87,12,0,5,3,5,5,77,4,20,0,3,4,200,4,4,4,77,5,1971,1
16465,53.2558,68,1,2,7,202,186,12,0,5,3,10,10,15,4,11,0,3,4,300,5,4,4,15,2,1999,1
16467,53.5379,62,3,1,1,344,44,12,0,3,3,2,2,33,4,10,0,3,4,200,4,4,3,33,3,1958,5
16473,53.5379,63,1,1,2,271,89,12,0,5,3,5,5,9,4,10,0,3,1,250,4,4,4,9,1,1915,3
16474,53.5379,68,1,3,7,246,57,12,0,5,3,3,3,71,4,20,0,3,3,100,3,4,3,71,5,1979,1
16475,53.5379,63,1,1,12,232,78,12,0,4,3,4,4,78,1,10,0,4,4,200,4,4,3,78,5,1958,5
16476,53.2558,57,1,2,7,288,118,12,0,5,3,7,7,15,3,10,0,3,4,100,3,4,3,15,2,1971,1
16477,53.2421,47,1,1,14,428,77,24,0,5,3,4,4,70,4,20,0,3,1,400,5,4,4,70,5,1940,1
16478,53.5379,63,1,1,2,257,116,12,0,5,3,6,6,94,4,20,0,3,2,250,4,4,3,94,5,1915,3
16498,53.5379,61,1,2,7,260,166,12,0,5,3,6,6,75,4,20,0,3,3,100,3,4,4,75,5,1958,1
16508,53.2558,70,3,2,7,218,82,12,0,5,3,3,3,100,4,10,0,3,3,200,4,4,4,100,5,1971,1
16510,53.2421,64,3,2,7,290,51,12,0,3,3,4,4,33,4,10,0,3,4,250,4,4,3,33,3,1971,1
16514,53.5379,72,1,1,2,191,87,12,0,4,3,5,5,40,4,12,0,4,4,200,4,4,3,40,3,2004,3
16515,53.4703,48,3,2,7,280,101,12,0,3,3,4,4,11,2,10,0,3,4,100,3,3,4,11,2,1958,1
16517,53.2667,75,1,1,7,168,114,12,0,4,3,5,5,90,4,12,0,4,4,150,4,4,4,90,5,2004,1
16527,53.3809,73,1,1,2,187,68,12,0,4,3,4,4,29,4,12,0,4,4,250,4,4,4,29,3,2004,3
16530,53.2558,68,1,1,7,245,59,12,0,4,3,4,4,38,4,12,0,4,4,150,4,4,4,38,3,2004,1
16537,53.5379,64,1,3,7,261,88,12,0,5,3,4,4,54,3,10,0,3,4,150,4,4,3,54,4,1958,1
16540,53.5379,54,1,1,14,349,92,12,0,4,3,4,4,67,4,10,0,4,1,75,3,4,3,67,4,1915,1
16542,53.3809,74,1,2,7,70,147,12,0,4,3,7,7,100,3,12,0,4,4,300,5,3,3,100,5,2007,1
16543,53.5379,78,1,4,7,149,59,12,0,4,3,5,5,70,4,12,0,4,4,270,4,4,4,70,5,2007,1
16545,53.5379,67,1,2,7,211,209,12,0,4,3,8,8,55,4,20,0,4,4,200,4,4,3,55,4,1993,1
16549,53.3809,55,1,1,7,329,117,12,0,4,3,5,5,67,3,20,0,4,1,100,3,4,3,67,4,1940,1
16553,53.5379,77,1,3,2,161,57,12,0,4,3,3,3,75,4,11,0,4,4,270,4,4,4,75,5,1999,3
16556,53.3809,55,1,2,7,198,192,0,0,4,4,5,5,3,3,10,0,4,4,250,4,3,3,3,1,1987,1
16563,53.2558,67,1,2,7,193,423,12,0,5,4,11,11,57,4,10,0,3,4,200,4,4,4,57,4,1993,1
16569,53.2421,41,1,2,7,325,79,24,0,5,3,5,5,45,3,20,0,3,2,250,4,3,3,45,4,1940,0
16574,53.2421,76,1,2,7,158,80,12,0,4,3,4,4,100,4,12,0,4,4,250,4,4,4,100,5,2004,1
16577,53.2558,47,1,2,7,231,198,24,0,2,3,9,9,4,3,20,0,3,1,100,3,3,4,4,1,1900,1
16578,53.3809,49,3,2,2,307,65,12,0,5,3,3,3,18,2,10,0,3,3,300,5,2,4,18,2,1971,3
16587,53.2558,60,3,2,2,280,118,12,0,3,3,4,4,25,4,10,0,3,2,100,3,4,4,25,3,1971,3
16588,53.2558,69,1,2,7,211,117,0,0,4,3,5,5,41,4,10,0,4,2,270,4,4,4,41,3,1971,1
16593,53.2558,63,1,1,7,289,72,12,0,5,3,5,5,100,4,10,0,3,2,150,4,4,4,100,5,1940,1
16596,53.5379,57,3,2,7,328,84,0,0,5,3,4,4,100,4,10,0,3,3,100,3,4,3,100,5,1940,1
16602,53.2421,49,3,2,7,566,76,24,0,5,3,4,4,67,3,10,0,3,4,200,4,3,2,67,4,1987,1
16606,53.4703,60,1,2,7,308,107,0,0,5,3,6,6,83,2,20,0,3,4,270,4,4,4,83,5,1979,1
16609,53.2667,87,1,2,13,113,101,12,0,3,3,4,4,100,5,10,0,3,4,270,4,4,3,100,5,1958,1
16611,53.3809,65,3,2,7,160,161,12,0,4,3,6,6,44,3,10,0,4,4,300,5,3,4,44,3,1979,1
16621,53.2667,53,1,2,5,331,165,12,0,5,3,7,7,73,2,10,0,3,4,25,2,4,4,73,5,1940,1
16625,53.2667,61,1,2,7,273,107,12,0,4,3,6,6,27,3,11,0,4,4,250,4,4,3,27,3,1999,0
16627,53.3809,63,1,4,7,279,78,12,0,3,3,4,4,17,3,10,0,3,3,200,4,4,4,17,2,1971,1
16629,53.2558,62,1,1,7,270,100,12,0,5,4,6,6,100,4,20,0,3,2,200,4,4,4,100,5,1958,1
16632,53.5379,45,3,2,7,234,224,12,0,5,3,9,9,79,2,10,0,3,3,300,5,2,4,79,5,1940,1
16633,53.5379,49,1,1,2,278,84,12,0,5,3,5,5,73,3,10,0,3,1,250,4,3,3,73,5,1915,3
16634,53.4703,39,1,2,7,291,187,12,0,5,3,11,11,83,3,20,0,2,1,250,4,3,3,83,5,1900,1
16635,53.5379,56,1,3,0,364,64,12,0,3,3,3,3,83,4,10,0,3,1,270,4,4,3,83,5,1915,3
16636,53.4703,76,1,2,7,156,132,12,0,4,3,7,7,33,4,12,0,4,4,250,4,4,4,33,3,2004,1
16640,53.5379,51,1,2,7,251,91,12,0,4,3,5,5,100,2,10,0,4,3,100,3,3,4,100,5,1958,1
16641,53.2558,67,3,2,7,255,62,12,0,5,3,3,3,100,4,11,0,3,4,150,4,4,3,100,5,1999,1
16644,53.5379,50,1,2,2,415,55,12,0,5,3,3,3,57,5,10,0,3,1,250,4,4,4,57,4,1915,3
16649,53.5817,71,1,1,7,210,68,12,0,4,3,5,5,56,4,10,0,4,3,200,4,4,4,56,4,1971,1
16657,53.5379,64,1,1,5,231,258,12,0,5,3,9,9,100,4,20,0,3,1,270,4,4,4,100,5,1900,1
16667,53.2558,61,3,1,5,319,68,12,0,3,3,4,4,100,3,10,0,3,4,100,3,4,3,100,5,1993,1
16668,53.3809,73,1,1,7,189,70,12,0,4,3,3,3,25,4,12,0,4,4,100,3,4,4,25,3,2004,1
16671,53.3809,61,1,1,7,222,76,12,0,3,3,5,5,100,3,10,0,3,4,50,2,3,4,100,5,1993,1
16672,53.5379,84,3,1,1,115,54,12,0,5,3,3,3,57,2,10,0,3,3,270,4,4,3,57,4,1958,5
16679,53.2558,65,3,2,7,298,51,12,0,5,3,3,3,38,3,10,0,3,4,300,5,4,3,38,3,1993,1
16681,53.5379,57,1,2,2,279,142,12,0,5,4,6,6,100,4,10,0,3,3,300,5,4,3,100,5,1979,3
16682,53.5379,57,1,1,2,266,98,12,0,4,3,5,5,30,2,10,0,4,4,100,3,3,3,30,3,1940,3
16683,53.4703,42,1,2,0,258,286,12,0,5,3,16,14,7,2,20,0,3,2,25,2,3,3,7,1,1971,3
16685,53.2558,64,3,2,7,226,182,12,0,5,3,8,8,17,4,10,0,3,2,100,3,4,4,17,2,1958,1
16692,53.2667,62,1,3,7,277,110,12,0,4,3,6,6,7,3,10,0,4,4,25,2,4,4,7,1,1940,1
16696,53.5379,54,1,3,2,332,93,12,0,5,3,4,4,88,4,20,0,3,1,100,3,4,3,88,5,1900,3
16699,53.5817,34,1,1,7,327,140,0,0,5,3,5,5,17,2,10,0,1,2,200,4,3,1,17,2,1900,1
16705,53.3809,79,1,2,7,128,154,12,0,4,3,7,7,100,4,12,0,4,4,300,5,4,4,100,5,2007,1
16714,53.5379,57,1,3,7,333,66,0,0,3,3,4,4,33,4,10,0,2,1,200,4,4,4,33,3,1915,1
16715,53.3809,67,1,3,7,263,62,12,0,5,3,3,3,50,4,10,0,3,1,150,4,4,3,50,4,1900,3
16720,53.5379,76,3,2,0,191,82,12,0,4,3,4,4,38,4,20,0,4,4,75,3,4,4,38,3,1958,1
16723,53.2667,66,1,2,7,231,112,12,0,3,3,6,6,33,4,10,0,3,4,200,4,4,3,33,3,1987,1
16727,53.5379,61,1,3,14,300,74,12,0,3,3,3,3,14,4,10,0,3,2,200,4,4,2,14,2,1915,1
16731,53.2421,78,2,3,1,176,37,12,2,3,3,2,2,50,4,0,0,3,4,200,4,4,4,50,4,1993,5
16733,53.2421,61,1,2,7,287,78,24,0,4,3,5,5,15,4,10,0,4,2,300,5,4,3,15,2,1915,1
16742,53.5009,65,3,1,1,261,47,24,0,5,3,3,3,33,2,20,0,3,3,300,5,3,3,33,3,1958,5
16744,53.5379,71,1,3,7,193,94,12,0,5,3,4,4,67,4,10,0,3,4,200,4,4,3,67,4,1958,1
16751,53.3809,61,3,2,7,277,125,12,0,5,3,6,6,86,4,10,0,3,3,300,5,4,3,86,5,1971,1
16754,53.3809,29,1,3,14,480,82,12,0,5,3,6,3,14,1,10,0,3,1,150,4,2,1,14,2,1900,1
16764,53.3809,68,1,2,7,154,131,12,0,4,3,7,7,7,3,12,0,4,4,300,5,3,2,7,1,2004,1
16765,53.2558,71,1,2,13,193,116,12,0,4,3,6,6,80,4,10,0,4,4,100,3,4,4,80,5,1958,1
16767,53.2421,56,1,2,0,329,95,12,0,3,3,5,5,100,4,10,0,3,2,200,4,4,4,100,5,1971,1
16769,53.2667,64,1,1,0,273,93,12,0,3,3,5,5,82,4,10,0,3,2,150,4,4,4,82,5,1971,5
16772,53.3809,63,3,1,12,270,50,24,0,3,3,3,3,33,1,10,0,3,4,200,4,4,3,33,3,1958,5
16775,53.5379,72,1,2,7,175,178,24,0,4,3,9,9,100,4,12,0,4,4,200,4,4,4,100,5,2004,1
16778,53.5379,73,2,2,2,212,46,12,2,3,3,3,3,67,4,0,0,3,4,200,4,4,4,67,4,1987,3
16780,53.2558,65,3,2,2,260,76,12,0,3,3,5,5,45,4,10,0,3,4,100,3,4,4,45,4,1979,3
16781,53.2558,67,1,2,7,221,110,12,0,5,3,7,7,13,4,11,0,3,4,150,4,4,3,13,2,1999,1
16783,53.5379,60,1,3,2,290,76,12,0,5,3,4,4,67,4,20,0,3,1,300,5,4,3,67,4,1915,3
16788,53.5379,53,1,1,1,264,104,12,0,5,3,5,5,33,1,10,0,3,3,270,4,4,3,33,3,1958,5
16793,53.5379,74,1,1,7,191,62,12,0,4,3,5,5,80,4,12,0,4,4,250,4,4,4,80,5,2004,1
16796,53.5379,59,1,1,0,254,110,12,0,4,3,5,5,86,3,10,0,4,4,300,5,2,3,86,5,1958,1
16798,53.5379,31,3,2,14,267,95,12,0,5,3,5,5,100,2,20,0,3,2,250,4,2,3,100,5,1971,1
16800,53.5379,64,1,3,2,238,96,12,0,5,3,5,5,67,4,10,0,3,1,200,4,4,4,67,4,1900,3
16804,53.2667,79,1,3,7,133,103,12,0,4,3,4,4,100,4,12,0,4,4,300,5,4,4,100,5,2007,1
16807,53.5379,30,3,2,7,403,76,12,0,5,3,4,4,14,1,10,0,3,1,250,4,2,1,14,2,1900,1
16808,53.5379,58,1,1,14,340,95,24,0,0,3,5,2,58,3,10,0,1,4,150,4,4,3,58,4,1940,1
16810,53.2558,40,1,4,11,310,107,12,0,0,3,5,5,50,3,10,0,1,1,250,4,3,4,50,4,1915,3
16812,53.2667,49,3,2,7,622,67,24,0,5,3,4,4,50,3,10,0,3,3,200,4,3,3,50,4,1971,1
16819,53.2667,70,1,3,2,200,84,12,0,5,3,5,5,55,4,10,0,3,3,200,4,4,3,55,4,1958,3
16821,53.2421,30,1,3,5,803,60,0,0,4,3,4,2,56,1,10,0,4,1,200,4,3,2,56,4,1915,1
16822,53.5379,48,1,2,2,336,154,24,0,5,3,6,6,42,4,20,0,3,1,200,4,4,4,42,3,1900,3
16825,53.2667,68,1,2,2,206,126,12,0,5,3,6,6,60,4,10,0,3,4,200,4,4,4,60,4,1958,3
16829,53.2667,72,1,1,7,208,75,12,0,4,3,5,5,89,4,11,0,4,4,200,4,4,4,89,5,1999,1
16831,53.2421,50,1,1,14,264,87,12,0,3,3,5,5,56,2,10,0,3,4,25,2,2,3,56,4,1940,1
16832,53.5379,62,3,1,5,309,56,12,0,3,3,3,3,14,4,10,0,3,2,75,3,4,4,14,2,1958,1
16835,53.5379,75,1,3,7,165,89,12,0,4,3,5,5,100,4,12,0,4,4,270,4,4,4,100,5,2004,1
16840,53.5379,62,1,3,2,286,89,12,0,3,3,5,5,100,4,10,0,3,1,200,4,4,3,100,5,1915,3
16853,53.3809,41,1,2,13,186,166,12,0,4,3,9,9,75,1,20,0,4,1,300,5,3,4,75,5,1900,1
16856,53.2667,54,1,3,2,431,55,24,0,5,3,4,4,100,3,10,0,3,4,100,3,3,3,100,5,1987,3
16857,53.2667,58,1,2,7,274,167,12,0,3,3,7,7,44,4,10,0,2,2,200,4,4,4,44,3,1940,1
16859,53.2558,66,3,1,1,273,55,12,0,3,3,3,3,50,4,10,0,3,2,250,4,4,4,50,4,1958,5
16860,53.5379,52,1,1,14,359,97,12,0,5,3,5,5,6,4,20,0,3,1,100,3,4,1,6,1,1915,3
16866,53.2667,67,3,1,11,252,56,12,0,5,3,3,3,83,4,10,0,3,3,250,4,4,4,83,5,1958,5
16867,53.5379,71,3,2,2,197,92,12,0,4,3,4,4,82,4,12,0,4,4,200,4,4,4,82,5,2004,3
16877,53.3809,30,3,2,14,442,68,12,0,3,3,4,4,40,1,10,0,3,2,25,2,2,3,40,3,1971,1
16881,53.2558,70,1,2,7,212,80,12,0,5,3,5,5,90,4,10,0,3,4,300,5,4,4,90,5,1979,1
16882,53.5379,59,1,1,2,303,94,24,0,5,3,5,5,100,4,20,0,3,1,150,4,4,4,100,5,1915,3
16885,53.2558,54,3,2,7,313,84,12,0,4,3,4,4,10,1,10,0,4,4,150,4,4,3,10,2,1971,0
16886,53.3809,23,1,1,2,454,87,12,0,4,3,5,5,33,1,10,0,2,1,150,4,2,1,33,3,1900,3
16895,53.5379,46,1,1,0,400,107,12,0,0,3,2,2,50,3,10,0,1,1,75,3,4,3,50,4,1915,1
16898,53.3809,72,2,1,1,218,54,12,1,3,3,3,3,83,4,0,0,3,4,300,5,4,4,83,5,1993,5
16911,53.2421,19,1,1,14,246,118,24,0,5,3,5,5,100,1,10,0,3,1,25,2,1,4,100,5,1900,1
16915,53.5379,69,3,2,7,220,84,24,0,5,3,5,5,100,4,10,0,3,4,200,4,4,4,100,5,1971,1
16918,53.5379,60,1,2,5,285,103,12,0,4,3,7,7,10,3,20,0,4,4,75,3,4,3,10,2,1993,1
16920,53.5379,65,1,1,12,205,95,12,0,4,3,5,5,56,1,10,0,4,4,300,5,4,3,56,4,1940,5
16922,53.5379,56,1,1,7,286,146,12,0,5,3,7,7,56,4,20,0,3,1,250,4,4,4,56,4,1940,1
16926,53.2667,60,3,2,13,218,187,12,0,4,4,8,8,19,4,20,0,4,4,300,5,4,4,19,2,1958,1
16927,53.2667,63,3,2,13,359,103,24,0,3,3,5,5,67,3,10,0,3,4,200,4,3,4,67,4,1979,1
16929,53.2558,61,1,2,7,279,119,12,0,4,3,5,5,70,4,20,0,4,2,75,3,4,4,70,5,1958,1
16934,53.5379,61,1,2,7,301,78,0,0,5,3,6,6,100,4,10,0,3,1,200,4,4,4,100,5,1915,1
16938,53.2667,55,3,2,7,253,85,12,0,5,3,5,5,100,3,10,0,3,3,100,3,3,4,100,5,1971,1
16940,53.2421,55,1,2,14,320,125,12,0,4,3,6,6,60,4,10,0,4,2,150,4,4,4,60,4,1993,1
16941,53.2667,60,1,4,2,274,82,12,0,3,3,4,4,56,3,10,0,3,4,300,5,3,3,56,4,1940,3
16956,53.2667,47,1,2,7,342,152,24,0,3,3,7,7,59,2,11,0,3,4,200,4,1,4,59,4,1999,1
16959,53.5817,69,1,3,7,233,67,12,0,4,3,4,4,22,4,10,0,4,4,270,4,4,4,22,2,1979,1
16963,53.5817,60,1,2,13,308,82,12,0,4,3,5,5,50,2,10,0,4,4,270,4,4,3,50,4,1979,1
16968,53.3809,39,1,1,7,223,98,12,0,5,3,5,5,42,2,10,0,3,3,150,4,2,3,42,3,1958,1
16976,53.5379,67,1,1,13,219,99,12,0,3,3,5,5,100,4,10,0,3,4,350,5,4,2,100,5,1958,1
16979,53.2558,66,3,2,7,243,86,12,0,5,3,5,5,54,4,10,0,3,4,75,3,4,4,54,4,1971,1
16988,53.2558,70,1,3,11,187,85,24,0,4,3,4,4,80,4,10,0,4,3,400,5,4,4,80,5,1958,5
16990,53.4703,44,1,2,2,469,87,12,0,0,3,4,4,57,3,10,0,1,1,150,4,4,3,57,4,1900,3
16992,53.3809,68,1,1,7,247,68,12,0,4,3,4,4,67,4,10,0,4,3,150,4,4,4,67,4,1971,1
16998,53.5379,26,3,2,14,360,147,12,0,3,3,4,4,71,2,10,0,3,2,200,4,2,1,71,5,1958,1
17000,53.5379,59,3,1,7,310,65,0,0,3,3,4,4,83,5,10,0,3,2,150,4,4,4,83,5,1958,1
